Ciudad,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Barranquilla,Medio Ambiente,4,1,2024-06-16
Barranquilla,Medio Ambiente,4,1,2024-10-21
Bucaramanga,Educación,2,4,2024-09-25
Manizales,Seguridad,3,2,2023-11-25
Cali,Medio Ambiente,4,3,2023-06-05
Manizales,Educación,2,4,2024-08-21
Bogotá,Medio Ambiente,4,1,2024-11-20
Cali,Seguridad,3,4,2024-01-09
Santa Marta,Medio Ambiente,4,1,2024-10-27
Cúcuta,Medio Ambiente,4,2,2024-04-16
Cúcuta,Medio Ambiente,4,1,2024-06-08
Manizales,Medio Ambiente,4,2,2023-01-18
Santa Marta,Educación,2,3,2024-09-18
Medellín,Medio Ambiente,4,4,2023-03-27
Cartagena,Salud,1,4,2023-09-28
Bucaramanga,Medio Ambiente,4,4,2024-10-22
Santa Marta,Seguridad,3,2,2024-10-16
Cúcuta,Medio Ambiente,4,2,2023-04-09
Bucaramanga,Medio Ambiente,4,4,2023-06-26
Santa Marta,Medio Ambiente,4,4,2023-09-15
Medellín,Salud,1,2,2023-09-26
Barranquilla,Medio Ambiente,4,2,2023-08-06
Pereira,Salud,1,2,2023-07-19
Bucaramanga,Educación,2,4,2024-03-16
Manizales,Salud,1,1,2024-09-02
Bucaramanga,Salud,1,2,2024-03-24
Cali,Salud,1,2,2023-09-12
Cali,Medio Ambiente,4,3,2023-06-21
Barranquilla,Medio Ambiente,4,3,2023-11-12
Manizales,Educación,2,2,2024-09-24
Bucaramanga,Salud,1,2,2023-12-08
Medellín,Seguridad,3,4,2024-05-02
Bogotá,Medio Ambiente,4,3,2023-10-15
Barranquilla,Seguridad,3,3,2024-04-03
Manizales,Seguridad,3,2,2024-01-08
Cúcuta,Seguridad,3,3,2023-11-26
Manizales,Salud,1,1,2024-01-31
Santa Marta,Medio Ambiente,4,1,2024-03-06
Cúcuta,Medio Ambiente,4,1,2023-10-24
Barranquilla,Medio Ambiente,4,3,2024-06-26
Manizales,Seguridad,3,3,2023-01-09
Manizales,Seguridad,3,3,2023-04-16
Cúcuta,Seguridad,3,3,2023-11-22
Barranquilla,Salud,1,2,2023-03-28
Cali,Seguridad,3,2,2023-06-22
Santa Marta,Medio Ambiente,4,4,2023-12-15
Manizales,Medio Ambiente,4,2,2024-07-18
Manizales,Educación,2,4,2023-07-24
Barranquilla,Educación,2,3,2024-10-07
Cartagena,Salud,1,4,2023-07-29
Bogotá,Educación,2,3,2023-02-05
Bogotá,Salud,1,4,2023-06-06
Barranquilla,Seguridad,3,1,2023-03-14
Cúcuta,Medio Ambiente,4,3,2024-09-16
Bucaramanga,Salud,1,4,2023-07-15
Cúcuta,Educación,2,4,2024-09-01
Pereira,Medio Ambiente,4,1,2023-04-06
Bucaramanga,Educación,2,3,2024-01-13
Bucaramanga,Salud,1,2,2023-11-09
Cúcuta,Educación,2,4,2023-01-06
Cúcuta,Salud,1,2,2023-05-02
Cartagena,Medio Ambiente,4,3,2023-02-04
Cúcuta,Medio Ambiente,4,2,2024-04-03
Cartagena,Medio Ambiente,4,2,2023-10-27
Pereira,Salud,1,3,2024-04-08
Manizales,Medio Ambiente,4,1,2023-06-04
Bogotá,Salud,1,2,2024-03-02
Barranquilla,Seguridad,3,2,2024-02-21
Bogotá,Educación,2,1,2023-07-29
Bucaramanga,Medio Ambiente,4,4,2023-12-30
Manizales,Educación,2,2,2023-05-04
Cúcuta,Seguridad,3,2,2024-11-03
Bucaramanga,Educación,2,1,2024-11-21
Pereira,Seguridad,3,4,2023-10-24
Santa Marta,Salud,1,1,2024-02-20
Santa Marta,Seguridad,3,3,2023-02-14
Santa Marta,Salud,1,1,2023-09-21
Cartagena,Salud,1,1,2023-11-22
Cali,Salud,1,1,2023-02-05
Cúcuta,Medio Ambiente,4,2,2023-01-22
Medellín,Educación,2,2,2024-08-05
Santa Marta,Educación,2,2,2024-09-11
Bogotá,Medio Ambiente,4,4,2024-10-28
Manizales,Seguridad,3,2,2023-06-25
Medellín,Salud,1,4,2023-11-02
Cali,Medio Ambiente,4,1,2024-09-08
Bucaramanga,Medio Ambiente,4,2,2023-12-10
Bucaramanga,Seguridad,3,3,2023-05-26
Cali,Salud,1,4,2024-02-19
Cartagena,Educación,2,1,2023-06-06
Pereira,Seguridad,3,2,2024-01-03
Barranquilla,Salud,1,3,2023-11-10
Manizales,Medio Ambiente,4,4,2023-10-23
Bogotá,Salud,1,1,2023-12-08
Cartagena,Seguridad,3,3,2023-08-06
Manizales,Medio Ambiente,4,3,2023-04-30
Pereira,Medio Ambiente,4,2,2024-07-31
Barranquilla,Salud,1,3,2023-03-24
Bucaramanga,Salud,1,2,2024-07-17
Medellín,Educación,2,4,2023-07-11
Bucaramanga,Salud,1,2,2024-10-08
Cali,Salud,1,3,2023-08-03
Pereira,Educación,2,1,2023-07-24
Medellín,Seguridad,3,1,2024-03-05
Cartagena,Seguridad,3,1,2023-11-07
Cali,Educación,2,1,2023-12-14
Barranquilla,Seguridad,3,4,2024-02-02
Bogotá,Educación,2,1,2023-03-10
Medellín,Medio Ambiente,4,4,2023-11-16
Santa Marta,Medio Ambiente,4,4,2023-07-18
Medellín,Seguridad,3,3,2023-01-30
Manizales,Seguridad,3,4,2023-02-19
Barranquilla,Seguridad,3,4,2023-11-07
Cali,Medio Ambiente,4,2,2024-03-07
Cúcuta,Salud,1,2,2024-09-05
Cúcuta,Medio Ambiente,4,1,2023-07-27
Barranquilla,Medio Ambiente,4,3,2024-11-29
Medellín,Educación,2,3,2023-09-24
Santa Marta,Educación,2,3,2023-10-10
Cúcuta,Educación,2,3,2024-08-03
Pereira,Salud,1,1,2024-11-02
Barranquilla,Medio Ambiente,4,1,2023-05-16
Manizales,Medio Ambiente,4,3,2023-09-02
Cartagena,Educación,2,3,2023-06-26
Cúcuta,Educación,2,1,2024-09-14
Medellín,Educación,2,1,2023-07-17
Bucaramanga,Seguridad,3,2,2023-06-18
Cali,Educación,2,4,2023-08-07
Medellín,Medio Ambiente,4,4,2023-01-10
Medellín,Medio Ambiente,4,2,2024-08-11
Cali,Educación,2,1,2024-02-26
Cúcuta,Educación,2,2,2023-11-21
Santa Marta,Medio Ambiente,4,1,2024-07-15
Bogotá,Medio Ambiente,4,3,2023-11-20
Medellín,Educación,2,4,2024-05-03
Medellín,Educación,2,3,2023-11-01
Bucaramanga,Medio Ambiente,4,4,2024-03-07
Cali,Medio Ambiente,4,1,2023-04-19
Cúcuta,Seguridad,3,4,2024-11-02
Cúcuta,Medio Ambiente,4,1,2024-07-20
Barranquilla,Salud,1,4,2024-09-04
Bucaramanga,Educación,2,4,2024-11-11
Pereira,Educación,2,1,2023-06-21
Santa Marta,Salud,1,2,2024-08-05
Cartagena,Educación,2,1,2023-12-27
Bucaramanga,Educación,2,4,2024-02-10
Pereira,Medio Ambiente,4,2,2024-08-11
Manizales,Salud,1,1,2023-10-18
Cali,Medio Ambiente,4,4,2023-03-05
Bogotá,Educación,2,3,2023-06-01
Bucaramanga,Medio Ambiente,4,2,2023-02-26
Cali,Medio Ambiente,4,3,2024-06-13
Bogotá,Seguridad,3,2,2023-06-05
Cúcuta,Educación,2,2,2023-09-19
Cúcuta,Educación,2,2,2023-07-26
Bogotá,Medio Ambiente,4,4,2024-10-25
Pereira,Seguridad,3,3,2023-02-25
Pereira,Educación,2,1,2024-04-24
Manizales,Medio Ambiente,4,4,2023-03-31
Cali,Seguridad,3,4,2024-01-17
Medellín,Educación,2,1,2023-04-09
Medellín,Educación,2,2,2023-03-02
Pereira,Educación,2,3,2024-04-08
Medellín,Educación,2,4,2024-01-22
Manizales,Salud,1,1,2024-04-11
Santa Marta,Medio Ambiente,4,4,2023-10-05
Santa Marta,Medio Ambiente,4,3,2024-07-09
Medellín,Educación,2,4,2024-02-08
Bogotá,Salud,1,2,2024-03-09
Barranquilla,Educación,2,4,2023-12-17
Medellín,Salud,1,2,2023-04-14
Manizales,Salud,1,4,2023-07-30
Bogotá,Salud,1,1,2024-08-04
Medellín,Seguridad,3,4,2023-12-08
Manizales,Educación,2,3,2023-12-28
Bogotá,Seguridad,3,4,2023-05-29
Bucaramanga,Salud,1,1,2023-01-13
Cúcuta,Salud,1,2,2023-01-18
Bogotá,Educación,2,3,2023-12-06
Pereira,Medio Ambiente,4,2,2024-02-20
Bogotá,Salud,1,3,2023-11-18
Manizales,Educación,2,4,2024-07-13
Cali,Medio Ambiente,4,2,2024-04-21
Cúcuta,Educación,2,2,2023-10-27
Cúcuta,Salud,1,2,2023-08-01
Bogotá,Medio Ambiente,4,1,2023-08-24
Santa Marta,Medio Ambiente,4,2,2023-08-04
Barranquilla,Salud,1,4,2024-01-01
Barranquilla,Medio Ambiente,4,3,2023-09-27
Pereira,Medio Ambiente,4,1,2023-04-20
Cali,Salud,1,3,2023-03-28
Cali,Salud,1,2,2024-06-30
Barranquilla,Educación,2,3,2023-06-22
Cali,Medio Ambiente,4,2,2023-08-14
Medellín,Educación,2,3,2024-01-03
Cali,Seguridad,3,3,2024-02-09
Bogotá,Seguridad,3,2,2023-11-26
Cali,Educación,2,2,2023-02-10
Cúcuta,Educación,2,2,2023-12-02
Bogotá,Seguridad,3,2,2023-03-22
Cúcuta,Educación,2,2,2024-05-16
Cartagena,Medio Ambiente,4,1,2024-02-02
Barranquilla,Medio Ambiente,4,1,2023-12-12
Pereira,Educación,2,4,2023-06-01
Santa Marta,Medio Ambiente,4,2,2023-09-10
Cúcuta,Educación,2,4,2024-11-02
Pereira,Seguridad,3,1,2024-07-15
Bogotá,Medio Ambiente,4,3,2024-03-26
Medellín,Medio Ambiente,4,2,2023-03-29
Barranquilla,Educación,2,4,2023-08-02
Barranquilla,Seguridad,3,1,2024-02-18
Bucaramanga,Educación,2,4,2023-09-13
Cúcuta,Educación,2,2,2023-01-26
Cartagena,Medio Ambiente,4,1,2023-01-25
Pereira,Medio Ambiente,4,2,2023-11-03
Manizales,Salud,1,2,2024-08-09
Cali,Educación,2,3,2023-09-15
Bogotá,Salud,1,2,2023-11-11
Cúcuta,Salud,1,4,2024-07-23
Barranquilla,Seguridad,3,3,2024-08-18
Bucaramanga,Educación,2,2,2024-06-24
Barranquilla,Educación,2,4,2024-04-06
Bucaramanga,Educación,2,4,2023-03-10
Bucaramanga,Educación,2,4,2023-12-26
Cali,Medio Ambiente,4,2,2024-06-06
Bogotá,Educación,2,3,2023-03-17
Bogotá,Seguridad,3,2,2024-10-20
Bucaramanga,Medio Ambiente,4,3,2023-03-24
Cali,Seguridad,3,2,2023-05-09
Cúcuta,Salud,1,4,2023-04-24
Medellín,Seguridad,3,2,2023-08-02
Cúcuta,Educación,2,1,2023-11-15
Santa Marta,Salud,1,2,2024-01-09
Cartagena,Seguridad,3,4,2023-10-27
Manizales,Medio Ambiente,4,4,2023-10-16
Santa Marta,Medio Ambiente,4,3,2023-03-30
Cali,Salud,1,3,2024-03-29
Bogotá,Medio Ambiente,4,2,2024-05-31
Cartagena,Educación,2,3,2023-03-02
Medellín,Salud,1,1,2023-05-12
Barranquilla,Seguridad,3,2,2023-04-30
Manizales,Educación,2,1,2023-07-12
Bogotá,Medio Ambiente,4,2,2024-05-28
Cali,Salud,1,2,2023-09-25
Pereira,Seguridad,3,4,2023-05-20
Cartagena,Medio Ambiente,4,3,2023-02-27
Pereira,Medio Ambiente,4,1,2023-08-03
Pereira,Medio Ambiente,4,2,2024-10-10
Cúcuta,Medio Ambiente,4,2,2024-08-13
Cúcuta,Salud,1,4,2024-05-16
Medellín,Educación,2,4,2023-10-30
Bucaramanga,Salud,1,3,2023-09-15
Santa Marta,Salud,1,2,2024-01-16
Bogotá,Educación,2,4,2024-09-15
Barranquilla,Educación,2,2,2023-10-19
Cartagena,Seguridad,3,2,2024-07-27
Pereira,Medio Ambiente,4,1,2024-08-20
Cali,Medio Ambiente,4,4,2023-02-03
Manizales,Salud,1,4,2023-11-30
Bogotá,Medio Ambiente,4,2,2024-01-02
Cartagena,Educación,2,3,2024-10-10
Bucaramanga,Seguridad,3,3,2023-01-02
Medellín,Medio Ambiente,4,2,2023-01-10
Bogotá,Salud,1,2,2024-05-22
Medellín,Medio Ambiente,4,1,2023-01-05
Medellín,Medio Ambiente,4,1,2024-09-02
Bucaramanga,Seguridad,3,2,2024-10-16
Bucaramanga,Medio Ambiente,4,3,2024-08-29
Santa Marta,Medio Ambiente,4,2,2024-05-28
Cali,Educación,2,1,2024-08-29
Medellín,Salud,1,1,2023-08-04
Cúcuta,Seguridad,3,4,2023-11-20
Pereira,Medio Ambiente,4,2,2023-09-06
Manizales,Educación,2,1,2023-02-16
Pereira,Seguridad,3,2,2023-10-13
Cali,Seguridad,3,1,2024-10-05
Cali,Salud,1,2,2024-06-27
Bucaramanga,Seguridad,3,1,2024-05-07
Bucaramanga,Seguridad,3,4,2023-06-12
Manizales,Salud,1,2,2023-05-26
Pereira,Seguridad,3,3,2024-12-01
Cúcuta,Seguridad,3,2,2024-08-22
Medellín,Medio Ambiente,4,1,2024-07-12
Cali,Medio Ambiente,4,3,2023-10-29
Bogotá,Educación,2,4,2024-07-30
Cúcuta,Educación,2,1,2024-08-10
Bogotá,Medio Ambiente,4,3,2024-04-15
Bucaramanga,Seguridad,3,3,2023-11-08
Bucaramanga,Salud,1,2,2023-02-02
Cúcuta,Educación,2,1,2023-02-01
Cali,Seguridad,3,1,2024-05-07
Pereira,Seguridad,3,2,2023-05-10
Manizales,Medio Ambiente,4,2,2023-07-24
Manizales,Salud,1,3,2023-02-23
Cartagena,Educación,2,3,2023-08-23
Manizales,Seguridad,3,3,2023-06-11
Cúcuta,Seguridad,3,1,2023-03-03
Bucaramanga,Seguridad,3,2,2024-03-29
Bogotá,Medio Ambiente,4,1,2023-12-04
Manizales,Seguridad,3,2,2023-10-22
Bucaramanga,Seguridad,3,4,2023-04-01
Cúcuta,Medio Ambiente,4,3,2024-05-16
Cartagena,Educación,2,2,2023-10-31
Medellín,Salud,1,2,2024-06-11
Bogotá,Medio Ambiente,4,3,2023-06-03
Cúcuta,Salud,1,4,2023-03-01
Bogotá,Medio Ambiente,4,1,2023-01-05
Cúcuta,Medio Ambiente,4,2,2023-11-08
Manizales,Medio Ambiente,4,1,2023-03-03
Cali,Educación,2,3,2023-11-23
Manizales,Seguridad,3,3,2023-09-18
Medellín,Educación,2,4,2024-03-04
Pereira,Medio Ambiente,4,3,2023-07-10
Cali,Educación,2,4,2024-07-22
Bucaramanga,Salud,1,4,2023-03-03
Santa Marta,Educación,2,3,2023-11-14
Cali,Medio Ambiente,4,1,2024-05-04
Barranquilla,Medio Ambiente,4,4,2023-02-27
Manizales,Salud,1,2,2024-11-19
Cúcuta,Salud,1,2,2023-01-13
Bogotá,Medio Ambiente,4,2,2024-10-02
Cartagena,Educación,2,3,2023-04-06
Manizales,Educación,2,3,2023-08-25
Bucaramanga,Medio Ambiente,4,4,2023-06-01
Cali,Seguridad,3,1,2024-03-21
Cali,Seguridad,3,2,2023-09-27
Manizales,Seguridad,3,4,2024-04-07
Barranquilla,Medio Ambiente,4,3,2023-09-27
Cali,Medio Ambiente,4,1,2024-08-05
Pereira,Educación,2,1,2023-04-05
Cartagena,Educación,2,2,2023-03-28
Medellín,Seguridad,3,4,2023-03-24
Santa Marta,Seguridad,3,3,2023-06-22
Santa Marta,Medio Ambiente,4,1,2024-02-12
Pereira,Medio Ambiente,4,3,2024-01-26
Manizales,Educación,2,1,2023-03-22
Cali,Seguridad,3,3,2024-02-18
Santa Marta,Educación,2,2,2024-05-27
Cartagena,Medio Ambiente,4,2,2023-11-16
Pereira,Medio Ambiente,4,1,2024-01-13
Cartagena,Educación,2,3,2023-06-10
Pereira,Educación,2,3,2023-03-22
Bogotá,Educación,2,2,2023-11-21
Barranquilla,Medio Ambiente,4,4,2023-07-24
Bogotá,Medio Ambiente,4,1,2023-02-08
Bogotá,Educación,2,1,2024-04-01
Cartagena,Educación,2,3,2024-04-02
Barranquilla,Seguridad,3,2,2024-09-06
Barranquilla,Medio Ambiente,4,2,2024-08-21
Cúcuta,Salud,1,4,2024-11-21
Barranquilla,Salud,1,1,2024-04-13
Cúcuta,Educación,2,3,2023-12-25
Cúcuta,Medio Ambiente,4,1,2023-01-12
Medellín,Educación,2,1,2023-09-07
Bogotá,Educación,2,1,2023-12-24
Medellín,Medio Ambiente,4,1,2023-12-16
Cúcuta,Educación,2,2,2024-11-22
Santa Marta,Salud,1,4,2024-01-21
Bogotá,Seguridad,3,4,2023-06-29
Pereira,Salud,1,2,2023-03-26
Bucaramanga,Educación,2,1,2023-01-29
Manizales,Medio Ambiente,4,3,2023-06-15
Santa Marta,Salud,1,1,2023-09-20
Pereira,Medio Ambiente,4,4,2023-05-05
Bucaramanga,Educación,2,4,2023-07-25
Cúcuta,Medio Ambiente,4,4,2024-04-23
Cúcuta,Salud,1,4,2024-08-03
Santa Marta,Educación,2,3,2024-01-26
Cúcuta,Seguridad,3,1,2024-10-14
Cúcuta,Salud,1,2,2024-09-10
Bogotá,Educación,2,3,2023-02-09
Manizales,Medio Ambiente,4,4,2024-04-02
Pereira,Seguridad,3,3,2023-08-10
Barranquilla,Medio Ambiente,4,3,2024-02-14
Cartagena,Educación,2,2,2023-03-30
Bucaramanga,Medio Ambiente,4,2,2024-04-17
Medellín,Seguridad,3,4,2024-01-29
Bucaramanga,Seguridad,3,1,2024-10-31
Pereira,Salud,1,3,2024-02-24
Bogotá,Salud,1,1,2024-04-12
Medellín,Medio Ambiente,4,3,2023-01-29
Pereira,Medio Ambiente,4,2,2023-06-30
Manizales,Medio Ambiente,4,4,2023-07-23
Bogotá,Salud,1,2,2024-07-02
Cúcuta,Educación,2,1,2023-05-26
Barranquilla,Medio Ambiente,4,3,2023-07-10
Barranquilla,Seguridad,3,1,2023-03-27
Bucaramanga,Educación,2,4,2024-08-14
Bogotá,Educación,2,3,2023-01-26
Manizales,Educación,2,1,2023-07-09
Cúcuta,Educación,2,4,2024-07-20
Cúcuta,Salud,1,1,2023-02-16
Manizales,Seguridad,3,2,2024-09-10
Pereira,Seguridad,3,1,2023-08-18
Medellín,Educación,2,1,2023-11-26
Barranquilla,Seguridad,3,1,2023-10-23
Barranquilla,Medio Ambiente,4,2,2023-12-25
Manizales,Medio Ambiente,4,2,2024-05-26
Medellín,Educación,2,4,2023-04-06
Santa Marta,Medio Ambiente,4,2,2023-06-28
Manizales,Educación,2,2,2023-03-09
Cartagena,Educación,2,4,2023-03-07
Cali,Medio Ambiente,4,4,2024-08-07
Manizales,Educación,2,2,2023-10-27
Cúcuta,Educación,2,2,2024-11-20
Barranquilla,Medio Ambiente,4,3,2023-03-06
Pereira,Medio Ambiente,4,3,2024-09-28
Medellín,Medio Ambiente,4,1,2023-06-29
Cali,Salud,1,2,2024-10-05
Bogotá,Salud,1,4,2024-06-30
Santa Marta,Educación,2,2,2024-02-15
Pereira,Educación,2,1,2023-12-01
Cali,Educación,2,3,2024-05-09
Pereira,Educación,2,1,2023-10-13
Cali,Medio Ambiente,4,3,2024-06-30
Manizales,Seguridad,3,1,2024-04-13
Manizales,Salud,1,2,2023-10-26
Medellín,Educación,2,4,2023-09-27
Santa Marta,Educación,2,2,2023-03-07
Barranquilla,Medio Ambiente,4,2,2024-02-04
Bucaramanga,Salud,1,4,2024-01-18
Pereira,Medio Ambiente,4,3,2023-11-26
Bucaramanga,Salud,1,1,2023-03-02
Cúcuta,Medio Ambiente,4,4,2024-03-03
Cúcuta,Educación,2,3,2023-11-28
Bucaramanga,Educación,2,3,2024-11-12
Santa Marta,Educación,2,3,2024-06-26
Cali,Salud,1,3,2023-04-10
Bogotá,Seguridad,3,2,2023-04-30
Cartagena,Educación,2,4,2024-03-04
Bogotá,Salud,1,4,2023-04-12
Cartagena,Salud,1,1,2024-10-22
Barranquilla,Salud,1,3,2023-11-25
Cúcuta,Medio Ambiente,4,2,2023-06-24
Medellín,Seguridad,3,3,2023-10-27
Manizales,Seguridad,3,2,2023-03-16
Barranquilla,Medio Ambiente,4,2,2023-09-21
Cartagena,Medio Ambiente,4,2,2023-11-09
Manizales,Seguridad,3,4,2024-03-06
Santa Marta,Educación,2,2,2023-11-13
Barranquilla,Salud,1,4,2024-05-28
Bogotá,Salud,1,1,2024-06-30
Medellín,Educación,2,1,2024-07-08
Bogotá,Salud,1,2,2024-08-06
Manizales,Educación,2,3,2023-02-24
Barranquilla,Salud,1,2,2024-05-21
Barranquilla,Salud,1,4,2024-06-20
Cali,Educación,2,1,2024-08-06
Pereira,Medio Ambiente,4,4,2023-12-02
Medellín,Medio Ambiente,4,3,2024-09-20
Manizales,Seguridad,3,1,2024-02-05
Bogotá,Seguridad,3,4,2024-09-03
Barranquilla,Medio Ambiente,4,3,2024-11-19
Cúcuta,Educación,2,4,2024-09-08
Barranquilla,Educación,2,4,2024-08-28
Bucaramanga,Seguridad,3,3,2023-05-20
Barranquilla,Salud,1,1,2024-08-02
Cali,Medio Ambiente,4,1,2023-01-21
Pereira,Seguridad,3,2,2023-08-22
Medellín,Seguridad,3,3,2023-05-08
Medellín,Salud,1,2,2024-05-20
Medellín,Educación,2,4,2024-07-19
Manizales,Seguridad,3,4,2023-03-30
Bucaramanga,Educación,2,3,2023-04-05
Barranquilla,Educación,2,3,2024-10-05
Pereira,Medio Ambiente,4,3,2023-12-05
Bucaramanga,Medio Ambiente,4,1,2024-03-04
Cartagena,Educación,2,2,2023-02-11
Cartagena,Salud,1,4,2023-07-22
Pereira,Educación,2,4,2024-04-20
Bucaramanga,Medio Ambiente,4,3,2024-06-11
Cúcuta,Educación,2,4,2024-11-18
Cartagena,Seguridad,3,1,2023-05-02
Cartagena,Seguridad,3,3,2023-02-18
Santa Marta,Seguridad,3,1,2024-05-01
Manizales,Salud,1,4,2023-04-03
Medellín,Salud,1,2,2024-04-14
Cúcuta,Medio Ambiente,4,1,2024-05-13
Cúcuta,Educación,2,2,2023-03-15
Bogotá,Salud,1,4,2023-09-18
Barranquilla,Educación,2,3,2023-09-27
Barranquilla,Educación,2,3,2024-11-30
Manizales,Medio Ambiente,4,4,2024-06-11
Bogotá,Salud,1,1,2023-11-15
Bucaramanga,Seguridad,3,1,2024-05-13
Santa Marta,Medio Ambiente,4,1,2023-10-08
Pereira,Salud,1,4,2024-04-08
Medellín,Salud,1,4,2023-09-20
Cúcuta,Salud,1,2,2024-10-18
Bucaramanga,Medio Ambiente,4,1,2023-02-02
Santa Marta,Seguridad,3,3,2023-11-19
Cali,Seguridad,3,4,2023-03-17
Barranquilla,Salud,1,2,2024-10-24
Santa Marta,Seguridad,3,2,2024-09-01
Cúcuta,Educación,2,4,2023-01-07
Cali,Salud,1,3,2024-06-23
Cali,Educación,2,4,2023-05-19
Pereira,Seguridad,3,3,2024-03-24
Santa Marta,Educación,2,4,2024-09-28
Santa Marta,Medio Ambiente,4,4,2024-07-04
Barranquilla,Salud,1,4,2024-06-06
Bogotá,Seguridad,3,4,2023-03-06
Cali,Medio Ambiente,4,4,2023-07-20
Manizales,Medio Ambiente,4,4,2023-08-22
Manizales,Seguridad,3,1,2024-07-15
Santa Marta,Educación,2,4,2023-07-19
Bucaramanga,Medio Ambiente,4,1,2023-06-29
Manizales,Salud,1,3,2023-02-04
Santa Marta,Medio Ambiente,4,4,2024-11-25
Medellín,Salud,1,3,2023-09-17
Cartagena,Seguridad,3,2,2023-09-22
Cartagena,Seguridad,3,1,2023-12-13
Cartagena,Medio Ambiente,4,3,2023-01-09
Pereira,Educación,2,1,2024-06-05
Barranquilla,Seguridad,3,4,2023-11-18
Cartagena,Medio Ambiente,4,3,2024-09-02
Cali,Educación,2,2,2023-09-26
Cali,Educación,2,4,2024-03-05
Medellín,Medio Ambiente,4,2,2024-11-25
Barranquilla,Salud,1,3,2023-10-19
Bogotá,Medio Ambiente,4,1,2024-02-01
Medellín,Medio Ambiente,4,4,2023-09-15
Pereira,Educación,2,2,2024-04-04
Cali,Medio Ambiente,4,1,2024-07-14
Pereira,Medio Ambiente,4,2,2024-02-07
Santa Marta,Seguridad,3,3,2024-02-07
Bogotá,Medio Ambiente,4,2,2024-05-09
Bogotá,Medio Ambiente,4,4,2024-10-23
Bogotá,Seguridad,3,2,2024-05-08
Bogotá,Educación,2,1,2023-12-18
Cúcuta,Seguridad,3,1,2024-01-17
Cartagena,Educación,2,2,2024-06-07
Medellín,Salud,1,1,2024-10-01
Cúcuta,Seguridad,3,1,2023-03-10
Pereira,Educación,2,3,2024-04-24
Bucaramanga,Medio Ambiente,4,4,2023-08-06
Barranquilla,Salud,1,4,2024-08-13
Medellín,Medio Ambiente,4,2,2024-08-07
Cúcuta,Salud,1,1,2023-08-23
Manizales,Seguridad,3,3,2023-05-03
Barranquilla,Seguridad,3,3,2024-05-10
Bucaramanga,Salud,1,4,2024-08-13
Cúcuta,Educación,2,1,2023-12-14
Cartagena,Educación,2,2,2023-08-16
Cali,Medio Ambiente,4,1,2023-04-10
Cali,Medio Ambiente,4,1,2024-07-26
Santa Marta,Seguridad,3,2,2024-04-27
Medellín,Medio Ambiente,4,2,2024-03-22
Medellín,Seguridad,3,2,2024-07-01
Medellín,Medio Ambiente,4,3,2024-06-06
Cartagena,Seguridad,3,1,2023-05-22
Medellín,Seguridad,3,4,2024-07-04
Santa Marta,Medio Ambiente,4,1,2024-08-26
Bogotá,Seguridad,3,3,2024-07-13
Pereira,Educación,2,4,2024-04-10
Pereira,Seguridad,3,3,2024-05-23
Bucaramanga,Salud,1,3,2024-04-26
Cali,Medio Ambiente,4,2,2024-08-24
Barranquilla,Medio Ambiente,4,3,2024-09-24
Bucaramanga,Salud,1,2,2024-03-09
Cartagena,Educación,2,3,2024-05-14
Manizales,Educación,2,3,2023-09-15
Bucaramanga,Medio Ambiente,4,3,2024-03-25
Santa Marta,Medio Ambiente,4,3,2024-07-10
Manizales,Medio Ambiente,4,2,2023-05-23
Cartagena,Educación,2,3,2024-07-31
Cali,Salud,1,2,2024-07-26
Cali,Educación,2,4,2023-05-15
Bucaramanga,Educación,2,2,2023-10-15
Bucaramanga,Seguridad,3,3,2023-08-14
Bogotá,Seguridad,3,1,2023-11-23
Bucaramanga,Medio Ambiente,4,3,2024-05-11
Cartagena,Seguridad,3,2,2023-02-25
Santa Marta,Salud,1,3,2024-08-09
Manizales,Educación,2,2,2024-05-20
Medellín,Educación,2,1,2023-09-05
Cúcuta,Medio Ambiente,4,3,2023-12-06
Bogotá,Seguridad,3,2,2024-02-05
Bogotá,Medio Ambiente,4,2,2024-08-07
Manizales,Medio Ambiente,4,2,2023-04-10
Barranquilla,Seguridad,3,1,2023-07-16
Medellín,Educación,2,2,2023-03-30
Bucaramanga,Salud,1,4,2023-12-16
Cartagena,Seguridad,3,3,2024-02-05
Bucaramanga,Salud,1,2,2023-06-29
Manizales,Educación,2,2,2024-10-04
Pereira,Salud,1,2,2024-07-19
Santa Marta,Seguridad,3,2,2024-07-28
Bucaramanga,Medio Ambiente,4,3,2023-07-01
Pereira,Salud,1,2,2024-01-01
Cúcuta,Educación,2,1,2023-10-16
Cúcuta,Seguridad,3,3,2024-10-04
Cúcuta,Medio Ambiente,4,3,2023-04-03
Manizales,Educación,2,2,2024-09-26
Medellín,Educación,2,4,2024-01-27
Medellín,Educación,2,1,2024-06-04
Medellín,Educación,2,2,2024-10-21
Bucaramanga,Educación,2,1,2024-01-13
Santa Marta,Salud,1,4,2023-04-24
Cartagena,Educación,2,1,2023-12-13
Cali,Educación,2,3,2023-10-23
Bogotá,Educación,2,2,2023-04-09
Santa Marta,Seguridad,3,3,2023-01-10
Santa Marta,Salud,1,4,2024-05-19
Cúcuta,Educación,2,3,2024-09-14
Bucaramanga,Salud,1,4,2023-05-17
Bogotá,Seguridad,3,2,2024-02-27
Santa Marta,Educación,2,3,2023-04-13
