Ciudad,Comentario,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-05-09
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-10-19
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-12-04
Bogotá,no hay suficientes escuelas públicas.,Educación,2,3,2023-01-08
Medellín,queremos más presencia policial.,Seguridad,3,4,2023-06-02
Bucaramanga,falta agua potable en varias casas.,Salud,1,3,2023-04-25
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-12-06
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-09-07
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-12-05
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2024-08-17
Bucaramanga,queremos más presencia policial.,Seguridad,3,4,2023-02-11
Pereira,queremos más presencia policial.,Seguridad,3,2,2024-04-11
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-07-09
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-11-07
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-10-31
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-07-17
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-05-14
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-02-24
Manizales,queremos más presencia policial.,Seguridad,3,1,2024-03-29
Medellín,queremos más presencia policial.,Seguridad,3,4,2023-04-29
Cúcuta,falta agua potable en varias casas.,Salud,1,1,2023-06-13
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-07-01
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-11-03
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-07-30
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-02-06
Barranquilla,queremos más presencia policial.,Seguridad,3,4,2023-10-08
Cartagena,faltan médicos en el centro de salud.,Salud,1,1,2024-09-19
Cúcuta,falta agua potable en varias casas.,Salud,1,1,2023-09-20
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2023-04-13
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,3,2023-05-11
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-10-12
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-11-10
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-08-14
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-07-12
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-03-03
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-10-06
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-09-01
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-09-26
Cúcuta,falta agua potable en varias casas.,Salud,1,2,2023-05-07
Barranquilla,queremos más presencia policial.,Seguridad,3,1,2024-07-01
Medellín,falta agua potable en varias casas.,Salud,1,1,2024-07-26
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-03-19
Barranquilla,faltan médicos en el centro de salud.,Salud,1,4,2023-08-02
Barranquilla,queremos más presencia policial.,Seguridad,3,1,2023-03-20
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-09-07
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2024-02-14
Bogotá,faltan médicos en el centro de salud.,Salud,1,4,2023-03-28
Bogotá,falta agua potable en varias casas.,Salud,1,1,2024-08-20
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-08-19
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-07-06
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-10-01
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-08-29
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-12-09
Cúcuta,falta agua potable en varias casas.,Salud,1,3,2023-01-25
Barranquilla,falta agua potable en varias casas.,Salud,1,4,2024-06-28
Barranquilla,no hay suficientes escuelas públicas.,Educación,2,1,2023-05-17
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-06-14
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-03-09
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2023-04-24
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-02
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2023-04-18
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-06-09
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-08-30
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-02-23
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,2,2024-03-15
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-04-11
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-03-13
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2023-02-26
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-10-11
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2024-03-05
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,4,2023-03-14
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-03-25
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-07-06
Medellín,no hay suficientes escuelas públicas.,Educación,2,3,2024-10-22
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-04-25
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-08-13
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-03-09
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-03-06
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-11-24
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-04-26
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,3,2024-05-25
Medellín,faltan médicos en el centro de salud.,Salud,1,3,2023-05-18
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-05-31
Santa Marta,falta agua potable en varias casas.,Salud,1,3,2023-11-02
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-03-24
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-07-04
Cali,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-11-16
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-10-16
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-10-22
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-04-08
Medellín,no hay suficientes escuelas públicas.,Educación,2,3,2024-06-13
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,3,2023-06-11
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-11-13
Cúcuta,queremos más presencia policial.,Seguridad,3,3,2023-05-26
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-06-30
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-12-17
Cartagena,faltan médicos en el centro de salud.,Salud,1,2,2023-01-05
Bogotá,queremos más presencia policial.,Seguridad,3,3,2024-02-02
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2023-08-23
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-06-12
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-05-01
Pereira,queremos más presencia policial.,Seguridad,3,4,2023-01-22
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-04-15
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-03-28
Cúcuta,faltan médicos en el centro de salud.,Salud,1,2,2024-10-21
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2024-10-12
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-05-03
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-08-05
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-09-13
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2024-10-20
Bucaramanga,falta agua potable en varias casas.,Salud,1,2,2024-10-06
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-06-24
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-02-05
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-02-15
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-03
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-12-29
Santa Marta,faltan médicos en el centro de salud.,Salud,1,1,2023-05-08
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-06-25
Cartagena,falta agua potable en varias casas.,Salud,1,2,2024-01-01
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-06-03
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-11-14
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2023-06-07
Bogotá,no hay suficientes escuelas públicas.,Educación,2,3,2024-05-08
Manizales,queremos más presencia policial.,Seguridad,3,1,2023-07-19
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-09-19
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-06-20
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-10-22
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-10-15
Barranquilla,no hay suficientes escuelas públicas.,Educación,2,2,2024-01-10
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-01-19
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-05-02
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-05-21
Cartagena,falta agua potable en varias casas.,Salud,1,4,2024-07-30
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-03-19
Bogotá,falta agua potable en varias casas.,Salud,1,1,2024-01-05
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-11-12
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-12-27
Manizales,falta agua potable en varias casas.,Salud,1,4,2023-07-04
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-11-05
Medellín,faltan médicos en el centro de salud.,Salud,1,1,2023-10-11
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-03-05
Santa Marta,faltan médicos en el centro de salud.,Salud,1,1,2023-10-02
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-02-10
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-07-26
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-09-30
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-05-29
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2023-05-25
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-04-23
Barranquilla,queremos más presencia policial.,Seguridad,3,4,2024-05-27
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-05-02
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-02-04
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-06-03
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-02-14
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-02-29
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-09-05
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-02-14
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-04-16
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-04-08
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-04-11
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-09-25
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-05-26
Cali,faltan médicos en el centro de salud.,Salud,1,2,2023-02-10
Pereira,falta agua potable en varias casas.,Salud,1,4,2023-06-04
Santa Marta,faltan médicos en el centro de salud.,Salud,1,1,2023-06-01
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-01-03
Santa Marta,queremos más presencia policial.,Seguridad,3,1,2024-02-16
Cúcuta,falta agua potable en varias casas.,Salud,1,3,2023-10-06
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-01-17
Cartagena,faltan médicos en el centro de salud.,Salud,1,3,2023-12-29
Manizales,falta agua potable en varias casas.,Salud,1,2,2024-01-01
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-02-26
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-10-23
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-08-24
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-03-05
Pereira,falta agua potable en varias casas.,Salud,1,4,2023-09-18
Manizales,faltan médicos en el centro de salud.,Salud,1,2,2023-11-23
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2023-09-18
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-08-10
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2023-06-16
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-05-30
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-05-01
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-07-02
Cartagena,queremos más presencia policial.,Seguridad,3,2,2024-11-03
Cali,faltan médicos en el centro de salud.,Salud,1,2,2024-06-01
Pereira,falta agua potable en varias casas.,Salud,1,1,2024-01-17
Cartagena,falta agua potable en varias casas.,Salud,1,1,2024-01-21
Cali,falta agua potable en varias casas.,Salud,1,2,2024-10-02
Santa Marta,queremos más presencia policial.,Seguridad,3,2,2023-06-30
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2023-06-10
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-11-13
Cali,falta agua potable en varias casas.,Salud,1,2,2024-01-03
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-11-03
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-09-20
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-09-03
Cali,falta agua potable en varias casas.,Salud,1,3,2024-06-26
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-09-25
Bucaramanga,falta agua potable en varias casas.,Salud,1,1,2024-05-12
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2024-01-19
Cali,faltan médicos en el centro de salud.,Salud,1,1,2023-02-11
Barranquilla,faltan médicos en el centro de salud.,Salud,1,4,2023-09-08
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-07-30
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-10-10
Manizales,queremos más presencia policial.,Seguridad,3,4,2023-08-27
Cali,no hay suficientes escuelas públicas.,Educación,2,3,2024-03-23
Cartagena,faltan médicos en el centro de salud.,Salud,1,3,2023-08-31
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-03-12
Cúcuta,queremos más presencia policial.,Seguridad,3,3,2024-02-09
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-10-31
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-03-15
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-03-07
Barranquilla,falta agua potable en varias casas.,Salud,1,4,2023-11-07
Pereira,no hay suficientes escuelas públicas.,Educación,2,2,2024-11-15
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-01-24
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-10-28
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-10-14
Santa Marta,faltan médicos en el centro de salud.,Salud,1,1,2024-11-25
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-02-07
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-07-26
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-06-21
Bogotá,queremos más presencia policial.,Seguridad,3,4,2024-04-26
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-10-30
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-07-11
Santa Marta,falta agua potable en varias casas.,Salud,1,3,2023-03-18
Medellín,no hay suficientes escuelas públicas.,Educación,2,2,2023-04-04
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-05-07
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-03-12
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-06-28
